texto_para_embedding
"Relatório de Operações: Na semana de 18-11-2011, a Loja 1 teve um faturamento de $1,539,483.70. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 16.8°C, combustível custando $3.308, inflação (CPI) na marca de 218.2205088 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 25-11-2011, a Loja 1 teve um faturamento de $2,033,320.66. Foi uma semana de feriado geral. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 15.6°C, combustível custando $3.236, inflação (CPI) na marca de 218.4676211 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 02-12-2011, a Loja 1 teve um faturamento de $1,584,083.95. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 9.4°C, combustível custando $3.172, inflação (CPI) na marca de 218.7147333 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 09-12-2011, a Loja 1 teve um faturamento de $1,799,682.38. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 6.6°C, combustível custando $3.158, inflação (CPI) na marca de 218.9618456 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 16-12-2011, a Loja 1 teve um faturamento de $1,881,176.67. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 10.9°C, combustível custando $3.159, inflação (CPI) na marca de 219.1794533 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 23-12-2011, a Loja 1 teve um faturamento de $2,270,188.99. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 8.9°C, combustível custando $3.112, inflação (CPI) na marca de 219.3577216 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 30-12-2011, a Loja 1 teve um faturamento de $1,497,462.72. Foi uma semana de feriado geral. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 7.0°C, combustível custando $3.129, inflação (CPI) na marca de 219.5359898 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 06-01-2012, a Loja 1 teve um faturamento de $1,550,369.92. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 9.4°C, combustível custando $3.157, inflação (CPI) na marca de 219.7142581 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 13-01-2012, a Loja 1 teve um faturamento de $1,459,601.17. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 9.2°C, combustível custando $3.261, inflação (CPI) na marca de 219.8925263 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 20-01-2012, a Loja 1 teve um faturamento de $1,394,393.84. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 12.3°C, combustível custando $3.268, inflação (CPI) na marca de 219.9856893 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 27-01-2012, a Loja 1 teve um faturamento de $1,319,325.59. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 12.4°C, combustível custando $3.29, inflação (CPI) na marca de 220.0788523 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 03-02-2012, a Loja 1 teve um faturamento de $1,636,339.65. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 13.6°C, combustível custando $3.36, inflação (CPI) na marca de 220.1720153 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 10-02-2012, a Loja 1 teve um faturamento de $1,802,477.43. Foi uma semana de feriado geral. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 8.9°C, combustível custando $3.409, inflação (CPI) na marca de 220.2651783 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 17-02-2012, a Loja 1 teve um faturamento de $1,819,870.00. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 7.4°C, combustível custando $3.51, inflação (CPI) na marca de 220.4257586 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 24-02-2012, a Loja 1 teve um faturamento de $1,539,387.83. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 14.0°C, combustível custando $3.555, inflação (CPI) na marca de 220.636902 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 02-03-2012, a Loja 1 teve um faturamento de $1,688,420.76. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 16.1°C, combustível custando $3.63, inflação (CPI) na marca de 220.8480454 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 09-03-2012, a Loja 1 teve um faturamento de $1,675,431.16. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 14.9°C, combustível custando $3.669, inflação (CPI) na marca de 221.0591887 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 16-03-2012, a Loja 1 teve um faturamento de $1,677,472.78. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 18.2°C, combustível custando $3.734, inflação (CPI) na marca de 221.2118132 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 23-03-2012, a Loja 1 teve um faturamento de $1,511,068.07. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 18.9°C, combustível custando $3.787, inflação (CPI) na marca de 221.2864126 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 30-03-2012, a Loja 1 teve um faturamento de $1,649,604.63. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 19.8°C, combustível custando $3.845, inflação (CPI) na marca de 221.3610119 e taxa de desemprego de 7.348%."
"Relatório de Operações: Na semana de 06-04-2012, a Loja 1 teve um faturamento de $1,899,676.88. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 21.4°C, combustível custando $3.891, inflação (CPI) na marca de 221.4356112 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 13-04-2012, a Loja 1 teve um faturamento de $1,621,031.70. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 20.6°C, combustível custando $3.891, inflação (CPI) na marca de 221.5102105 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 20-04-2012, a Loja 1 teve um faturamento de $1,521,577.87. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 19.3°C, combustível custando $3.877, inflação (CPI) na marca de 221.5640737 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 27-04-2012, a Loja 1 teve um faturamento de $1,468,928.37. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 19.6°C, combustível custando $3.814, inflação (CPI) na marca de 221.6179368 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 04-05-2012, a Loja 1 teve um faturamento de $1,684,519.99. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 24.2°C, combustível custando $3.749, inflação (CPI) na marca de 221.6718 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 11-05-2012, a Loja 1 teve um faturamento de $1,611,096.05. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 23.2°C, combustível custando $3.688, inflação (CPI) na marca de 221.7256632 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 18-05-2012, a Loja 1 teve um faturamento de $1,595,901.87. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 21.3°C, combustível custando $3.63, inflação (CPI) na marca de 221.742674 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 25-05-2012, a Loja 1 teve um faturamento de $1,555,444.55. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 25.1°C, combustível custando $3.561, inflação (CPI) na marca de 221.744944 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 01-06-2012, a Loja 1 teve um faturamento de $1,624,477.58. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 25.5°C, combustível custando $3.501, inflação (CPI) na marca de 221.7472139 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 08-06-2012, a Loja 1 teve um faturamento de $1,697,230.96. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 25.7°C, combustível custando $3.452, inflação (CPI) na marca de 221.7494839 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 15-06-2012, a Loja 1 teve um faturamento de $1,630,607.00. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 26.3°C, combustível custando $3.393, inflação (CPI) na marca de 221.7626421 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 22-06-2012, a Loja 1 teve um faturamento de $1,527,845.81. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 25.8°C, combustível custando $3.346, inflação (CPI) na marca de 221.8030211 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 29-06-2012, a Loja 1 teve um faturamento de $1,540,421.49. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 29.4°C, combustível custando $3.286, inflação (CPI) na marca de 221.8434 e taxa de desemprego de 7.143%."
"Relatório de Operações: Na semana de 06-07-2012, a Loja 1 teve um faturamento de $1,769,854.16. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 27.5°C, combustível custando $3.227, inflação (CPI) na marca de 221.8837789 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 13-07-2012, a Loja 1 teve um faturamento de $1,527,014.04. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 25.1°C, combustível custando $3.256, inflação (CPI) na marca de 221.9241579 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 20-07-2012, a Loja 1 teve um faturamento de $1,497,954.76. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 26.9°C, combustível custando $3.311, inflação (CPI) na marca de 221.9327267 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 27-07-2012, a Loja 1 teve um faturamento de $1,439,123.71. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 28.1°C, combustível custando $3.407, inflação (CPI) na marca de 221.9412954 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 03-08-2012, a Loja 1 teve um faturamento de $1,631,135.79. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 30.1°C, combustível custando $3.417, inflação (CPI) na marca de 221.9498642 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 10-08-2012, a Loja 1 teve um faturamento de $1,592,409.97. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 29.5°C, combustível custando $3.494, inflação (CPI) na marca de 221.9584329 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 17-08-2012, a Loja 1 teve um faturamento de $1,597,868.05. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 29.4°C, combustível custando $3.571, inflação (CPI) na marca de 222.0384109 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 24-08-2012, a Loja 1 teve um faturamento de $1,494,122.38. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 25.4°C, combustível custando $3.62, inflação (CPI) na marca de 222.1719457 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 31-08-2012, a Loja 1 teve um faturamento de $1,582,083.40. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 26.9°C, combustível custando $3.638, inflação (CPI) na marca de 222.3054805 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 07-09-2012, a Loja 1 teve um faturamento de $1,661,767.33. Foi uma semana de feriado geral. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 28.9°C, combustível custando $3.73, inflação (CPI) na marca de 222.4390153 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 14-09-2012, a Loja 1 teve um faturamento de $1,517,428.87. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 23.9°C, combustível custando $3.717, inflação (CPI) na marca de 222.5820193 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 21-09-2012, a Loja 1 teve um faturamento de $1,506,126.06. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 21.0°C, combustível custando $3.721, inflação (CPI) na marca de 222.7818386 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 28-09-2012, a Loja 1 teve um faturamento de $1,437,059.26. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 24.5°C, combustível custando $3.666, inflação (CPI) na marca de 222.9816579 e taxa de desemprego de 6.908%."
"Relatório de Operações: Na semana de 05-10-2012, a Loja 1 teve um faturamento de $1,670,785.97. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 20.3°C, combustível custando $3.617, inflação (CPI) na marca de 223.1814772 e taxa de desemprego de 6.573%."
"Relatório de Operações: Na semana de 12-10-2012, a Loja 1 teve um faturamento de $1,573,072.81. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 17.2°C, combustível custando $3.601, inflação (CPI) na marca de 223.3812965 e taxa de desemprego de 6.573%."
"Relatório de Operações: Na semana de 19-10-2012, a Loja 1 teve um faturamento de $1,508,068.77. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 20.0°C, combustível custando $3.594, inflação (CPI) na marca de 223.4257233 e taxa de desemprego de 6.573%."
"Relatório de Operações: Na semana de 26-10-2012, a Loja 1 teve um faturamento de $1,493,659.74. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 20.6°C, combustível custando $3.506, inflação (CPI) na marca de 223.4442513 e taxa de desemprego de 6.573%."
